,type,ent_uri,pred,val_pred,val_gold,abs,found,verif,reason,need discution
215,FP_new,Rahel_Varnhagen,birthDate,1771-05-19,,"Rahel Antonie Friederike Varnhagen (German: [ˈʁaːɛl ˈfaʁnhaːɡən]) (née Levin, later Robert; 19 May 1771 – 7 March 1833) was a German writer who hosted one of the most prominent salons in Europe during the late 18th and early 19th centuries. She is the subject of a celebrated biography, Rahel Varnhagen: The Life of a Jewess (1957), written by Hannah Arendt. Arendt cherished Varnhagen as her ""closest friend, though she ha[d] been dead for some hundred years"". The asteroid 100029 Varnhagen is named in her honour.",TRUE,TRUE,,
292,FP_new,Rahel_Varnhagen,birthName,Rahel Antonie Friederike Varnhagen,,"Rahel Antonie Friederike Varnhagen (German: [ˈʁaːɛl ˈfaʁnhaːɡən]) (née Levin, later Robert; 19 May 1771 – 7 March 1833) was a German writer who hosted one of the most prominent salons in Europe during the late 18th and early 19th centuries. She is the subject of a celebrated biography, Rahel Varnhagen: The Life of a Jewess (1957), written by Hannah Arendt. Arendt cherished Varnhagen as her ""closest friend, though she ha[d] been dead for some hundred years"". The asteroid 100029 Varnhagen is named in her honour.",TRUE,TRUE,,
1830,FN,Rahel_Varnhagen,label,,Rahel Varnhagen,"Rahel Antonie Friederike Varnhagen (German: [ˈʁaːɛl ˈfaʁnhaːɡən]) (née Levin, later Robert; 19 May 1771 – 7 March 1833) was a German writer who hosted one of the most prominent salons in Europe during the late 18th and early 19th centuries. She is the subject of a celebrated biography, Rahel Varnhagen: The Life of a Jewess (1957), written by Hannah Arendt. Arendt cherished Varnhagen as her ""closest friend, though she ha[d] been dead for some hundred years"". The asteroid 100029 Varnhagen is named in her honour.",TRUE,TRUE,,
163,FP_new,Ralph_Willett_Miller,birthDate,1762-01-24,,"Ralph Willett Miller (24 January 1762 – 14 May 1799) was an officer of the Royal Navy. He served during the American Revolutionary and the French Revolutionary Wars, eventually rising to the rank of Captain. He was one of Vice-Admiral Horatio Nelson's Band of Brothers at the Battle of the Nile in 1798.",TRUE,TRUE,,
162,FP_new,Ralph_Willett_Miller,birthName,Ralph Willett Miller,,"Ralph Willett Miller (24 January 1762 – 14 May 1799) was an officer of the Royal Navy. He served during the American Revolutionary and the French Revolutionary Wars, eventually rising to the rank of Captain. He was one of Vice-Admiral Horatio Nelson's Band of Brothers at the Battle of the Nile in 1798.",TRUE,TRUE,,
161,FP_new,Ralph_Willett_Miller,birthYear,1762,,"Ralph Willett Miller (24 January 1762 – 14 May 1799) was an officer of the Royal Navy. He served during the American Revolutionary and the French Revolutionary Wars, eventually rising to the rank of Captain. He was one of Vice-Admiral Horatio Nelson's Band of Brothers at the Battle of the Nile in 1798.",TRUE,TRUE,,
4,FP_new,Ralph_Willett_Miller,deathDate,1799-05-14,,"Ralph Willett Miller (24 January 1762 – 14 May 1799) was an officer of the Royal Navy. He served during the American Revolutionary and the French Revolutionary Wars, eventually rising to the rank of Captain. He was one of Vice-Admiral Horatio Nelson's Band of Brothers at the Battle of the Nile in 1798.",TRUE,TRUE,,
263,FP_new,Ralph_Willett_Miller,deathYear,1799,,"Ralph Willett Miller (24 January 1762 – 14 May 1799) was an officer of the Royal Navy. He served during the American Revolutionary and the French Revolutionary Wars, eventually rising to the rank of Captain. He was one of Vice-Admiral Horatio Nelson's Band of Brothers at the Battle of the Nile in 1798.",TRUE,TRUE,,
6,FN,Ralph_Willett_Miller,label,,Ralph Willett Miller,"Ralph Willett Miller (24 January 1762 – 14 May 1799) was an officer of the Royal Navy. He served during the American Revolutionary and the French Revolutionary Wars, eventually rising to the rank of Captain. He was one of Vice-Admiral Horatio Nelson's Band of Brothers at the Battle of the Nile in 1798.",TRUE,TRUE,,
5,FP_new,Randolph_Townsend,birthName,Randolph Townsend,,"Randolph Townsend (born January 24, 1947 in Los Angeles, California) is an American Republican Party politician from Nevada. From 1982 to 2010, he served as a member of the Nevada Senate, representing Washoe County District 4 (map). He served from 2010 to 2014 as a member of the Nevada Gaming Commission. Townsend holds Bachelor's and master's degrees in Education from the University of Nevada, Reno.",TRUE,TRUE,,
7,FP_new,Rapha%C3%ABl_Van_Dorpe,birthName,Raphaël Van Dorpe,,Raphaël Van Dorpe (1910 – 1996) was a Belgian architect. His work was part of the architecture event in the art competition at the 1932 Summer Olympics.,TRUE,TRUE,,
262,FP_new,Rapha%C3%ABl_Van_Dorpe,deathYear,1996,,Raphaël Van Dorpe (1910 – 1996) was a Belgian architect. His work was part of the architecture event in the art competition at the 1932 Summer Olympics.,TRUE,TRUE,,
409,FP_new,Raymond_J%2E_Saulnier,birthName,Raymond Joseph Saulnier,,"Raymond Joseph Saulnier (September 20, 1908 – April 30, 2009) was an American economist who served as the chairman of the Council of Economic Advisers from 1956 to 1961 under President Dwight D. Eisenhower.",TRUE,TRUE,,
371,FN,Rebecca_Walker,birthName,,Rebecca Leventhal,"Rebecca Walker (born November 17, 1969, as Rebecca Leventhal) is an American writer, feminist, and activist. Walker has been regarded as one of the prominent voices of Third Wave Feminism, and the coiner of the term ""third wave"", since publishing a 1992 article on feminism in Ms. magazine called ""Becoming the Third Wave"", in which she proclaimed: ""I am the Third Wave."" Walker does extensive writing and speaking about gender, racial, economic, and social justice at universities around the United States and internationally.",TRUE,TRUE,,
87,FP_new,Reginald_Stourton,alias,Sir Reginald Stourton,,"Sir Reginald Stourton of Stourton, Wiltshire (born 1434) was an English knight.",TRUE,TRUE,,
146,FP_new,Reginald_Stourton,alias,Sir Reginald Stourton of Stourton,,"Sir Reginald Stourton of Stourton, Wiltshire (born 1434) was an English knight.",TRUE,FALSE,GLS,
675,FP_new,Reginald_Stourton,birthYear,1434,,"Sir Reginald Stourton of Stourton, Wiltshire (born 1434) was an English knight.",TRUE,TRUE,,
38,FN,Reginald_Stourton,label,,Reginald Stourton,"Sir Reginald Stourton of Stourton, Wiltshire (born 1434) was an English knight.",TRUE,TRUE,,
1029,FP_different,Ren%C3%A9_Hiddink,label,Ren%C3%A9 Hiddink,René Hiddink,"Rene Hiddink (born 19 June 1955 in Heerenveen) is a Dutch retired footballer who now works as assistant coach of the Maldives national football team. Besides the Netherlands, he has managed in Rwanda, Madagascar, and the Maldives.",TRUE,FALSE,TMI,x
39,FP_different,Ren%C3%A9_Hiddink,label,Rene Hiddink,René Hiddink,"Rene Hiddink (born 19 June 1955 in Heerenveen) is a Dutch retired footballer who now works as assistant coach of the Maldives national football team. Besides the Netherlands, he has managed in Rwanda, Madagascar, and the Maldives.",TRUE,TRUE,TMI,x
37,FP_different,Ren%C3%A9_Hiddink,label,Ren Hiddink,René Hiddink,"Rene Hiddink (born 19 June 1955 in Heerenveen) is a Dutch retired footballer who now works as assistant coach of the Maldives national football team. Besides the Netherlands, he has managed in Rwanda, Madagascar, and the Maldives.",TRUE,,,x
137,FP_different,Ren%C3%A9_Hiddink,label,Ren Rene Hiddink,René Hiddink,"Rene Hiddink (born 19 June 1955 in Heerenveen) is a Dutch retired footballer who now works as assistant coach of the Maldives national football team. Besides the Netherlands, he has managed in Rwanda, Madagascar, and the Maldives.",TRUE,FALSE,GLS,
424,FP_different,Ren%C3%A9_Hiddink,label,Renene Hiddink,René Hiddink,"Rene Hiddink (born 19 June 1955 in Heerenveen) is a Dutch retired footballer who now works as assistant coach of the Maldives national football team. Besides the Netherlands, he has managed in Rwanda, Madagascar, and the Maldives.",TRUE,FALSE,GLS,
693,FP_new,Reuben_Bourne,birthYear,1692,,"Reuben Bourne (fl. 1692), was an English dramatist. Bourne belonged to the Middle Temple, and left behind him a comedy which has never been acted. The title of this is 'The Contented Cuckold, or Woman's Advocate,' 4to, 1692. Its scene is Edmonton, and the principal character, Sir Peter Lovejoy, contends that a cuckold is one of the scarcest of created beings.",TRUE,TRUE,,
1119,FP_different,Rolando_Palacios,label,Rolando Palacios Castillo,Rolando Palacios,"Cruz Rolando Palacios Castillo (born 3 May 1987) is a Honduran sprinter who specializes in the 100 metres and 200 metres. He was born in Sambo Creek, a traditional Garífuna village. His personal best time is 10.22 seconds, achieved in July 2008 in Toluca. He competed in the 200 m event at the 2016 Summer Olympics in Rio de Janeiro. He finished 7th in his heat with a time of 21.32 seconds and did not qualify for the semifinals. He was the flagbearer for Honduras during the Parade of Nations. He set the 60 metres Honduran national record with a time of 6.62 seconds on 26 February 2009.",TRUE,TRUE,,
1322,FP_new,Ron_Hendren,birthName,Ralph C Hendren,,"Ron Hendren, born Ralph C Hendren (Born August 3, 1945) is a journalist and television personality. He is best known as one of the original hosts of Entertainment Tonight, joining the syndicated television show at its debut in 1981.",TRUE,TRUE,,
27,FP_new,Ron_Hendren,birthName,Ron Hendren,,"Ron Hendren, born Ralph C Hendren (Born August 3, 1945) is a journalist and television personality. He is best known as one of the original hosts of Entertainment Tonight, joining the syndicated television show at its debut in 1981.",TRUE,FALSE,ICE,
400,FP_new,Ron_Shuman,birthDate,1952-09-15,,"Ron Shuman (born September 15, 1952) is an American sprint car race driver from Tempe, Arizona. Shuman won the Turkey Night Grand Prix, a major event in the midget cars series, on eight occasions in 1979, 1980, 1981, 1982, 1984, 1987, 1992 and 1993. He won the Knoxville Nationals in 1979. He tried his hand at Championship Car racing in 1980 and finished in 11th place in his first race at Ontario Motor Speedway in April of that year. However, a month later he failed to qualify for the 1980 Indianapolis 500. In 1981, Shuman sided with USAC in their split with CART and Shuman entered in two dirt track races on USAC's ""Gold Crown"" Champ Car calendar, failing to qualify for one and finishing 15th in the other. The following season in 1982 Shuman notched his best Champ Car finish at the Illinois",TRUE,TRUE,,
71,FP_new,Ron_Shuman,birthYear,1952,,"Ron Shuman (born September 15, 1952) is an American sprint car race driver from Tempe, Arizona. Shuman won the Turkey Night Grand Prix, a major event in the midget cars series, on eight occasions in 1979, 1980, 1981, 1982, 1984, 1987, 1992 and 1993. He won the Knoxville Nationals in 1979. He tried his hand at Championship Car racing in 1980 and finished in 11th place in his first race at Ontario Motor Speedway in April of that year. However, a month later he failed to qualify for the 1980 Indianapolis 500. In 1981, Shuman sided with USAC in their split with CART and Shuman entered in two dirt track races on USAC's ""Gold Crown"" Champ Car calendar, failing to qualify for one and finishing 15th in the other. The following season in 1982 Shuman notched his best Champ Car finish at the Illinois",TRUE,TRUE,,
631,FN,Russell_Simmons,birthName,,Russell Wendell Simmons,"Russell Wendell Simmons (born October 4, 1957) is an American entrepreneur and record executive. He co-founded the hip-hop label Def Jam Recordings, and created the clothing fashion lines Phat Farm, Argyleculture, and Tantris. Simmons' net worth was estimated at $340 million in 2011. Simmons has been living in Bali for five years. According to Simmons, Ubud, Bali looks like ""yoga and vegan Disneyland"". Simmons has lived life as a vegetarian for nearly 20 years. Simmons promotes a plant-based diet and a yogic lifestyle.",TRUE,TRUE,,
248,FP_new,Ry%C5%8Dma_Baba,birthName,Ryouma Baba Ryōma,,"Ryouma Baba (馬場 良馬, Baba Ryōma, born December 15, 1984 in Chiba Prefecture) is a Japanese actor who is affiliated with Toki Entertainment. He played the role of Ryuji Iwasaki (Blue Buster) in the 2012 Super Sentai TV series Tokumei Sentai Go-Busters. His blood type is B.",FALSE,FALSE,GLS,
249,FP_new,Ry%C5%8Dma_Baba,label,Ryōma Baba,,"Ryouma Baba (馬場 良馬, Baba Ryōma, born December 15, 1984 in Chiba Prefecture) is a Japanese actor who is affiliated with Toki Entertainment. He played the role of Ryuji Iwasaki (Blue Buster) in the 2012 Super Sentai TV series Tokumei Sentai Go-Busters. His blood type is B.",TRUE,TRUE,,
895,FP_new,Ry%C5%8Dma_Baba,label,Ryma Baba,,"Ryouma Baba (馬場 良馬, Baba Ryōma, born December 15, 1984 in Chiba Prefecture) is a Japanese actor who is affiliated with Toki Entertainment. He played the role of Ryuji Iwasaki (Blue Buster) in the 2012 Super Sentai TV series Tokumei Sentai Go-Busters. His blood type is B.",TRUE,FALSE,TMI,
285,FP_new,S%2E_Thandayuthapani,label,Saravelu Thandayuthapani,,"Singaravelu Thandayuthapani (Tamil: சிங்காரவேலு தண்டாயுதபாணி; born 7 August 1950) is a Sri Lankan Tamil teacher, civil servant, politician and provincial minister.",TRUE,FALSE,LCE,
25,FP_new,S%2E_Thandayuthapani,label,Sandayuthapani,,"Singaravelu Thandayuthapani (Tamil: சிங்காரவேலு தண்டாயுதபாணி; born 7 August 1950) is a Sri Lankan Tamil teacher, civil servant, politician and provincial minister.",FALSE,FALSE,ICE,
284,FP_new,S%2E_Thandayuthapani,label,S%2E_Thandayuthapani,,"Singaravelu Thandayuthapani (Tamil: சிங்காரவேலு தண்டாயுதபாணி; born 7 August 1950) is a Sri Lankan Tamil teacher, civil servant, politician and provincial minister.",FALSE,FALSE,TMI,
170,FP_new,S%2E_Thandayuthapani,label,S.2E_Thandayuthapani,,"Singaravelu Thandayuthapani (Tamil: சிங்காரவேலு தண்டாயுதபாணி; born 7 August 1950) is a Sri Lankan Tamil teacher, civil servant, politician and provincial minister.",FALSE,FALSE,TMI,
1349,FP_new,Sally_McManus,birthName,Sally McManus,,"Sally McManus (born 31 July 1971) is an Australian trade unionist, feminist and political activist who has served as the Secretary of the Australian Council of Trade Unions (ACTU) since 2017. She is the first woman to hold the position of Secretary in the ACTU’s 90-year history. Prior to becoming Secretary she served as a Vice President and Campaigns Director. Before joining the ACTU, McManus was the Branch Secretary and an organiser with the Australian Services Union (ASU) in NSW and the ACT.",TRUE,TRUE,,
1554,FN,Samuel_Valencia,label,,Samuel Valencia,Samuel Valencia (born 19 October 1947) is an Ecuadorian boxer. He competed in the men's light welterweight event at the 1968 Summer Olympics.,TRUE,TRUE,,
2169,FP_new,Samuel_W_Hill,birthName,Samuel W Hill,,"Samuel W Hill, (November 6, 1815 – August 28, 1889) was an American surveyor, geologist and mining developer in Michigan's Copper Country.",TRUE,TRUE,,
513,FP_new,Samuel_W_Hill,deathDate,1889-08-28,,"Samuel W Hill, (November 6, 1815 – August 28, 1889) was an American surveyor, geologist and mining developer in Michigan's Copper Country.",TRUE,TRUE,,
447,FN,Santa_Camar%C3%A3o,label,,Santa Camarão,"José Soares Santa (25 December 1902 – 5 April 1968), known as Santa Camarão (""Camarão"" being a family nickname meaning Shrimp in English) or Zé Santa in Portugal, and as Jose Santa or Joe Santa in the United States, was a Portuguese boxer. At 2.02 m (6 ft 8 in) he was one of the tallest heavyweight boxers in history.",TRUE,TRUE,,
541,FP_new,Se%C3%A1n_Cummings,birthDate,1968-01-17,,"Seán Cummings is a Canadian film and television industry professional and former playwright, actor, producer, and director from Vancouver, British Columbia, Canada. He was born in Ontario on January 17, 1968. Cummings' first full-length play, ""Chasing Home"" was produced at the Vancouver Playhouse by the Frank Theatre Company and the Vancouver Playhouse Theatre Company in Vancouver, BC in 2012. His first published work appears as the preface to C.E. Gatchalian's ""Crossing"" and other Plays - Lethe Press (Feb. 6 2011).",TRUE,TRUE,,
242,FP_new,Se%C3%A1n_Cummings,birthYear,1968,,"Seán Cummings is a Canadian film and television industry professional and former playwright, actor, producer, and director from Vancouver, British Columbia, Canada. He was born in Ontario on January 17, 1968. Cummings' first full-length play, ""Chasing Home"" was produced at the Vancouver Playhouse by the Frank Theatre Company and the Vancouver Playhouse Theatre Company in Vancouver, BC in 2012. His first published work appears as the preface to C.E. Gatchalian's ""Crossing"" and other Plays - Lethe Press (Feb. 6 2011).",TRUE,TRUE,,
82,FP_new,Seika_Furuhata,birthName,Seika Furuhata,,"Seika Furuhata (古畑 星夏, Furuhata Seika, born July 8, 1996, in Tokyo, Japan) is a Japanese actress and model who is represented by LesPros Entertainment. She is an exclusive model for the magazines Seventeen and Nicola.",TRUE,TRUE,,
930,FP_new,Seleucus_V_Philometor,birthYear,126,,"The Seleucid king Seleucus V Philometor (Greek: Σέλευκος Ε΄ ὁ Φιλομήτωρ; 126/125 BC), ruler of the Hellenistic Seleucid kingdom, was the eldest son of Demetrius II Nicator and Cleopatra Thea. The epithet Philometor means ""mother-loving"" and in the Hellenistic world usually indicated that the mother acted as co-regent for the prince.",TRUE,FALSE,TMI,
931,FP_new,Seleucus_V_Philometor,birthYear,1936,,"The Seleucid king Seleucus V Philometor (Greek: Σέλευκος Ε΄ ὁ Φιλομήτωρ; 126/125 BC), ruler of the Hellenistic Seleucid kingdom, was the eldest son of Demetrius II Nicator and Cleopatra Thea. The epithet Philometor means ""mother-loving"" and in the Hellenistic world usually indicated that the mother acted as co-regent for the prince.",FALSE,FALSE,FH,
430,FP_new,Seleucus_V_Philometor,deathYear,125,,"The Seleucid king Seleucus V Philometor (Greek: Σέλευκος Ε΄ ὁ Φιλομήτωρ; 126/125 BC), ruler of the Hellenistic Seleucid kingdom, was the eldest son of Demetrius II Nicator and Cleopatra Thea. The epithet Philometor means ""mother-loving"" and in the Hellenistic world usually indicated that the mother acted as co-regent for the prince.",TRUE,FALSE,TMI,
754,FP_new,Sergio_De_La_Pava,birthYear,1970,,Sergio de la Pava (born 1970/71) is an American novelist and lawyer. He is best known for his novel A Naked Singularity.,TRUE,TRUE,,
2206,FP_different,Sergio_De_La_Pava,label,Sergio de la Pava,Sergio De La Pava,Sergio de la Pava (born 1970/71) is an American novelist and lawyer. He is best known for his novel A Naked Singularity.,TRUE,FALSE,TMI,
1178,FP_new,Shirley_Dysart,birthName,Shirley Theresa Dysart,,"Shirley Theresa Dysart CM (née Britt, February 22, 1928 – December 14, 2016) was an American-born Canadian teacher and a politician in the province of New Brunswick. She attained a number of ""firsts"" in New Brunswick politics. She was the first female Liberal in serve in the Legislative Assembly of New Brunswick, the first woman to serve as the leader of a party in the provincial Legislature (1985), the first woman to be Minister of Education (1987–1991) and first woman to be Speaker (1991–1995).",TRUE,TRUE,,
100,FP_new,Slavko_Perovi%C4%87,birthName,Slavko Perović,,"Slavko Perović (Montenegrin Cyrillic: Славко Перовић; born 2 August 1954) is a Montenegrin politician. He is best known as a co-founder and former leader of Liberal Alliance of Montenegro (LSCG), former party that was fighting for independence of Montenegro and promoting liberalism in Montenegro throughout the 1990s and early 2000s.",TRUE,TRUE,,
99,FP_new,Sorovakatini_Tuifagalele,birthDate,1994-06-15,,"Sorovakatini Tuifagalele (born 15 June 1994) is a Fijian rugby union player, currently playing for the Drua. His preferred position is lock.",TRUE,TRUE,,
251,FP_new,Sorovakatini_Tuifagalele,birthYear,1994,,"Sorovakatini Tuifagalele (born 15 June 1994) is a Fijian rugby union player, currently playing for the Drua. His preferred position is lock.",TRUE,TRUE,,
523,FP_new,Stephen_Edward_Smith,birthName,Stephen Edward Smith,,"Stephen Edward Smith (September 24, 1927 – August 19, 1990) was the husband of Jean Ann Kennedy. He was a financial analyst and political strategist in the 1960 United States presidential campaign of his brother-in-law John F. Kennedy.",TRUE,TRUE,,
128,FP_new,Stephen_Edward_Smith,birthName,Jean Ann Kennedy,,"Stephen Edward Smith (September 24, 1927 – August 19, 1990) was the husband of Jean Ann Kennedy. He was a financial analyst and political strategist in the 1960 United States presidential campaign of his brother-in-law John F. Kennedy.",TRUE,FALSE,MCE,
129,FP_new,Stephen_Edward_Smith,birthName,Stephen Ann Kennedy,,"Stephen Edward Smith (September 24, 1927 – August 19, 1990) was the husband of Jean Ann Kennedy. He was a financial analyst and political strategist in the 1960 United States presidential campaign of his brother-in-law John F. Kennedy.",FALSE,FALSE,MCE,
227,FN,Stephen_Edward_Smith,label,,Stephen Edward Smith,"Stephen Edward Smith (September 24, 1927 – August 19, 1990) was the husband of Jean Ann Kennedy. He was a financial analyst and political strategist in the 1960 United States presidential campaign of his brother-in-law John F. Kennedy.",TRUE,TRUE,,
519,FN,Stewart_Cockburn,birthName,,Alexander Stewart Cockburn,"Alexander Stewart Cockburn AM (16 October 1921 – 6 July 2009) was an Australian journalist, commentator and author from Adelaide, South Australia.",TRUE,TRUE,,
1388,FN,Stewart_Cockburn,label,,Stewart Cockburn,"Alexander Stewart Cockburn AM (16 October 1921 – 6 July 2009) was an Australian journalist, commentator and author from Adelaide, South Australia.",TRUE,TRUE,,
226,FP_different,Susana_Agust%C3%AD,label,Susana Agustí Requena,Susana Agustí,"Susana Agustí Requena is a Spanish biological oceanographer who has participated in over 25 oceanographic expeditions in the Arctic, Southern Ocean (Antarctic), Atlantic, Pacific and Indian Oceans. She played a key role in the Malaspina Circumnavigation Expedition. She is professor in Marine Science at King Abdullah University of Science and Technology in Saudi Arabia and an adjunct Professor at the University of Tromsø (Norway).",TRUE,FALSE,LCE,
1996,FN,Syed_Aman_Bachchan,alias,,Bachchan,"Syed Amanullah known by his professional name Syed Aman Bachchan or Bachchan is an Indian film producer in the Kannada film industry. Edegarike, a film produced by him and directed by Sumana Kittur, was the only Indian film selected for screening in Mumbai Women's International Film Festival, 2013.",TRUE,TRUE,,
228,FN,Syed_Aman_Bachchan,birthName,,Syed Amanullah,"Syed Amanullah known by his professional name Syed Aman Bachchan or Bachchan is an Indian film producer in the Kannada film industry. Edegarike, a film produced by him and directed by Sumana Kittur, was the only Indian film selected for screening in Mumbai Women's International Film Festival, 2013.",TRUE,TRUE,,
232,FP_different,Syed_Aman_Bachchan,birthName,Syed Aman Bachchan,Syed Amanullah,"Syed Amanullah known by his professional name Syed Aman Bachchan or Bachchan is an Indian film producer in the Kannada film industry. Edegarike, a film produced by him and directed by Sumana Kittur, was the only Indian film selected for screening in Mumbai Women's International Film Festival, 2013.",TRUE,FALSE,WV,
155,FP_different,Syed_Aman_Bachchan,birthName,Syed Aman Aman Bachchan,Syed Amanullah,"Syed Amanullah known by his professional name Syed Aman Bachchan or Bachchan is an Indian film producer in the Kannada film industry. Edegarike, a film produced by him and directed by Sumana Kittur, was the only Indian film selected for screening in Mumbai Women's International Film Festival, 2013.",FALSE,FALSE,WV,
156,FP_new,Sylvie_Courvoisier,birthDate,1968-11-30,,"Sylvie Courvoisier (born 30 November 1968) is a composer, pianist and improviser.",TRUE,TRUE,,
929,FP_new,Sylvie_Courvoisier,birthYear,1968,,"Sylvie Courvoisier (born 30 November 1968) is a composer, pianist and improviser.",TRUE,TRUE,,
2160,FP_new,Teddy_Sinclair,alias,Natalia Noemi,,"Natalia Noemi ""Teddy"" Sinclair (née Cappuccini; born 15 August 1986), is an English singer, songwriter and actress. She has recorded music under various aliases, most famously as Natalia Kills and Verbalicious. She is currently the lead vocalist of the band Cruel Youth, which also releases music under the name The Powder Room. In March 2015, Sinclair and her husband, Willy Moon, were fired as judges from New Zealand X Factor for their harsh comments towards one of the contestants.",TRUE,FALSE,WV,
43,FP_new,Teddy_Sinclair,birthName,Natalia Noemi,,"Natalia Noemi ""Teddy"" Sinclair (née Cappuccini; born 15 August 1986), is an English singer, songwriter and actress. She has recorded music under various aliases, most famously as Natalia Kills and Verbalicious. She is currently the lead vocalist of the band Cruel Youth, which also releases music under the name The Powder Room. In March 2015, Sinclair and her husband, Willy Moon, were fired as judges from New Zealand X Factor for their harsh comments towards one of the contestants.",TRUE,FALSE,WV,
44,FP_new,Teddy_Sinclair,label,Teddy Sinclair,,"Natalia Noemi ""Teddy"" Sinclair (née Cappuccini; born 15 August 1986), is an English singer, songwriter and actress. She has recorded music under various aliases, most famously as Natalia Kills and Verbalicious. She is currently the lead vocalist of the band Cruel Youth, which also releases music under the name The Powder Room. In March 2015, Sinclair and her husband, Willy Moon, were fired as judges from New Zealand X Factor for their harsh comments towards one of the contestants.",TRUE,TRUE,,
220,FN,Terrance_Hanold,birthYear,,1912,"Terrance Hanold (1912–1996) was an American attorney, food industry executive, and President of the Pillsbury Company. Hanold was an orphan from the age of four after his parents died in an unknown fire. He was then adopted and moved to a farm family in Illinois where descendants still live to this day as cattle farmers. Hanold was a graduate of the University of Minnesota, the University of Minnesota Law School, and married to Ruth E. Hanold. Upon becoming Pillsbury President in 1967, Hanold diversified the management structure of the company. He travelled the United States to tend to the large Pillsbury operation. He also practiced law in Minnesota and left his papers to the University of Minnesota archives.",TRUE,TRUE,,
508,FN,Terrance_Hanold,deathYear,,1996,"Terrance Hanold (1912–1996) was an American attorney, food industry executive, and President of the Pillsbury Company. Hanold was an orphan from the age of four after his parents died in an unknown fire. He was then adopted and moved to a farm family in Illinois where descendants still live to this day as cattle farmers. Hanold was a graduate of the University of Minnesota, the University of Minnesota Law School, and married to Ruth E. Hanold. Upon becoming Pillsbury President in 1967, Hanold diversified the management structure of the company. He travelled the United States to tend to the large Pillsbury operation. He also practiced law in Minnesota and left his papers to the University of Minnesota archives.",TRUE,TRUE,,
219,FP_new,Terry_Ward,deathYear,1963,,"Terence ""Terry"" Ward (10 December 1939 – 1963) was an English footballer who played in the Football League for Stoke City along with his brother Derrick.",TRUE,TRUE,,
555,FP_new,Teruaki_Mukaiyama,birthName,Teruaki Mukaiyama Teruaki,,"Teruaki Mukaiyama (向山 光昭, Mukaiyama Teruaki, January 5, 1927 – November 17, 2018) was a Japanese organic chemist. One of the most prolific chemists of the 20th century in the field of organic synthesis, Mukaiyama helped establish the field of organic chemistry in Japan after World War II.",FALSE,FALSE,GLS,
556,FP_new,Teton_Saltes,birthDate,1998-05-04,,"Teton Saltes (born May 4, 1998) is an American football offensive tackle for the Michigan Panthers of the United States Football League (USFL). He played college football at the University of New Mexico, where he was the 2020 recipient of the Wuerffel Trophy, given to the player who ""best combines exemplary community service with athletic and academic achievement"".",TRUE,TRUE,,
130,FP_new,Teton_Saltes,birthYear,1998,,"Teton Saltes (born May 4, 1998) is an American football offensive tackle for the Michigan Panthers of the United States Football League (USFL). He played college football at the University of New Mexico, where he was the 2020 recipient of the Wuerffel Trophy, given to the player who ""best combines exemplary community service with athletic and academic achievement"".",TRUE,TRUE,,
537,FN,The_Brothers_Chaps,alias,,The Brothers Chaps,"Matthew ""Matt"" Alan Chapman (born November 1, 1976) and Michael ""Mike"" Raymond Chapman (born September 20, 1973), known collectively as The Brothers Chaps, are American writers, voice actors, directors, animators, producers and composers. They are best known as the creators of the animated series Homestar Runner.",TRUE,TRUE,,
77,FP_different,The_Brothers_Chaps,birthDate,1976-09-20,1976-11-01,"Matthew ""Matt"" Alan Chapman (born November 1, 1976) and Michael ""Mike"" Raymond Chapman (born September 20, 1973), known collectively as The Brothers Chaps, are American writers, voice actors, directors, animators, producers and composers. They are best known as the creators of the animated series Homestar Runner.",FALSE,TRUE,MPV,
78,FP_new,The_Brothers_Chaps,birthName,Matthew Alan Chapman,,"Matthew ""Matt"" Alan Chapman (born November 1, 1976) and Michael ""Mike"" Raymond Chapman (born September 20, 1973), known collectively as The Brothers Chaps, are American writers, voice actors, directors, animators, producers and composers. They are best known as the creators of the animated series Homestar Runner.",FALSE,TRUE,,
181,FP_new,The_Brothers_Chaps,birthName,Matthew Chapman,,"Matthew ""Matt"" Alan Chapman (born November 1, 1976) and Michael ""Mike"" Raymond Chapman (born September 20, 1973), known collectively as The Brothers Chaps, are American writers, voice actors, directors, animators, producers and composers. They are best known as the creators of the animated series Homestar Runner.",FALSE,FALSE,ICE,
2180,FP_new,The_Brothers_Chaps,birthName,The Brothers Chaps,,"Matthew ""Matt"" Alan Chapman (born November 1, 1976) and Michael ""Mike"" Raymond Chapman (born September 20, 1973), known collectively as The Brothers Chaps, are American writers, voice actors, directors, animators, producers and composers. They are best known as the creators of the animated series Homestar Runner.",TRUE,FALSE,WV,
182,FN,The_Brothers_Chaps,label,,The Brothers Chaps,"Matthew ""Matt"" Alan Chapman (born November 1, 1976) and Michael ""Mike"" Raymond Chapman (born September 20, 1973), known collectively as The Brothers Chaps, are American writers, voice actors, directors, animators, producers and composers. They are best known as the creators of the animated series Homestar Runner.",TRUE,TRUE,,
1765,FN,Todd_Pillion,birthName,,Todd Edward Pillion,"Todd Edward Pillion (born November 1, 1973) is an American dentist, business owner, and politician from the Commonwealth of Virginia. A member of the Republican Party, Pillion represents the 40th district in the Virginia Senate in Southwest Virginia. He previously represented the 4th district in the Virginia House of Delegates. Pillion is from Abingdon, Virginia.",TRUE,TRUE,,
