,type,ent_uri,pred,val_pred,val_gold,abs,found,verif,reason,need discution,
559,FP_new,Sophie_of_Brandenburg-Ansbach,birthDate,1535-03-23,,"Sophie of Brandenburg-Ansbach (23 March 1535, Ansbach – 22 February 1587, Legnica) was a princess of Brandenburg-Ansbach and by marriage Duchess of Legnica.",TRUE,TRUE,,,
561,FP_new,Sophie_of_Brandenburg-Ansbach,birthYear,1535,,"Sophie of Brandenburg-Ansbach (23 March 1535, Ansbach – 22 February 1587, Legnica) was a princess of Brandenburg-Ansbach and by marriage Duchess of Legnica.",TRUE,TRUE,,,
560,FP_new,Sophie_of_Brandenburg-Ansbach,deathDate,1587-02-22,,"Sophie of Brandenburg-Ansbach (23 March 1535, Ansbach – 22 February 1587, Legnica) was a princess of Brandenburg-Ansbach and by marriage Duchess of Legnica.",TRUE,TRUE,,,
562,FP_new,Sophie_of_Brandenburg-Ansbach,deathYear,1587,,"Sophie of Brandenburg-Ansbach (23 March 1535, Ansbach – 22 February 1587, Legnica) was a princess of Brandenburg-Ansbach and by marriage Duchess of Legnica.",TRUE,TRUE,,,
1800,FP_new,Sreedhar,birthDate,1935-07-11,,"Sreedhar (born Sreedhar Surapaneni) (Telugu: శ్రీధర్) was an Indian actor from Andhra Pradesh, who has predominantly acted in Telugu films. He started acting in small roles in early 70s. He became popular with Mutyala Muggu in 1975 directed by Bapu. He proved himself as a versatile actor by playing hero, villain and other supporting characters in over 150 films. He died on 11 July 2007 in Hyderabad because of cardiac arrest. He was survived by his wife and three daughters.He was born and brought up in Kummamuru, Krishna district.",FALSE,FALSE,FH,,
2314,FP_new,Sreedhar,birthDate,2007-07-11,,"Sreedhar (born Sreedhar Surapaneni) (Telugu: శ్రీధర్) was an Indian actor from Andhra Pradesh, who has predominantly acted in Telugu films. He started acting in small roles in early 70s. He became popular with Mutyala Muggu in 1975 directed by Bapu. He proved himself as a versatile actor by playing hero, villain and other supporting characters in over 150 films. He died on 11 July 2007 in Hyderabad because of cardiac arrest. He was survived by his wife and three daughters.He was born and brought up in Kummamuru, Krishna district.",TRUE,FALSE,WV,,
2838,FP_new,Sreedhar,birthDate,1997-07-11,,"Sreedhar (born Sreedhar Surapaneni) (Telugu: శ్రీధర్) was an Indian actor from Andhra Pradesh, who has predominantly acted in Telugu films. He started acting in small roles in early 70s. He became popular with Mutyala Muggu in 1975 directed by Bapu. He proved himself as a versatile actor by playing hero, villain and other supporting characters in over 150 films. He died on 11 July 2007 in Hyderabad because of cardiac arrest. He was survived by his wife and three daughters.He was born and brought up in Kummamuru, Krishna district.",FALSE,FALSE,MCE,,
3368,FP_new,Sreedhar,birthDate,1957-07-11,,"Sreedhar (born Sreedhar Surapaneni) (Telugu: శ్రీధర్) was an Indian actor from Andhra Pradesh, who has predominantly acted in Telugu films. He started acting in small roles in early 70s. He became popular with Mutyala Muggu in 1975 directed by Bapu. He proved himself as a versatile actor by playing hero, villain and other supporting characters in over 150 films. He died on 11 July 2007 in Hyderabad because of cardiac arrest. He was survived by his wife and three daughters.He was born and brought up in Kummamuru, Krishna district.",FALSE,FALSE,MCE,,
1801,FP_new,Sreedhar,birthYear,1935,,"Sreedhar (born Sreedhar Surapaneni) (Telugu: శ్రీధర్) was an Indian actor from Andhra Pradesh, who has predominantly acted in Telugu films. He started acting in small roles in early 70s. He became popular with Mutyala Muggu in 1975 directed by Bapu. He proved himself as a versatile actor by playing hero, villain and other supporting characters in over 150 films. He died on 11 July 2007 in Hyderabad because of cardiac arrest. He was survived by his wife and three daughters.He was born and brought up in Kummamuru, Krishna district.",FALSE,FALSE,FH,,
2316,FP_new,Sreedhar,birthYear,2007,,"Sreedhar (born Sreedhar Surapaneni) (Telugu: శ్రీధర్) was an Indian actor from Andhra Pradesh, who has predominantly acted in Telugu films. He started acting in small roles in early 70s. He became popular with Mutyala Muggu in 1975 directed by Bapu. He proved himself as a versatile actor by playing hero, villain and other supporting characters in over 150 films. He died on 11 July 2007 in Hyderabad because of cardiac arrest. He was survived by his wife and three daughters.He was born and brought up in Kummamuru, Krishna district.",TRUE,FALSE ,WV,,
2839,FP_new,Sreedhar,birthYear,1997,,"Sreedhar (born Sreedhar Surapaneni) (Telugu: శ్రీధర్) was an Indian actor from Andhra Pradesh, who has predominantly acted in Telugu films. He started acting in small roles in early 70s. He became popular with Mutyala Muggu in 1975 directed by Bapu. He proved himself as a versatile actor by playing hero, villain and other supporting characters in over 150 films. He died on 11 July 2007 in Hyderabad because of cardiac arrest. He was survived by his wife and three daughters.He was born and brought up in Kummamuru, Krishna district.",FALSE,FALSE ,WV,,
3369,FP_new,Sreedhar,birthYear,1957,,"Sreedhar (born Sreedhar Surapaneni) (Telugu: శ్రీధర్) was an Indian actor from Andhra Pradesh, who has predominantly acted in Telugu films. He started acting in small roles in early 70s. He became popular with Mutyala Muggu in 1975 directed by Bapu. He proved himself as a versatile actor by playing hero, villain and other supporting characters in over 150 films. He died on 11 July 2007 in Hyderabad because of cardiac arrest. He was survived by his wife and three daughters.He was born and brought up in Kummamuru, Krishna district.",FALSE,FALSE ,WV,,
578,FN,Sreedhar,deathDate,,2007-07-11,"Sreedhar (born Sreedhar Surapaneni) (Telugu: శ్రీధర్) was an Indian actor from Andhra Pradesh, who has predominantly acted in Telugu films. He started acting in small roles in early 70s. He became popular with Mutyala Muggu in 1975 directed by Bapu. He proved himself as a versatile actor by playing hero, villain and other supporting characters in over 150 films. He died on 11 July 2007 in Hyderabad because of cardiac arrest. He was survived by his wife and three daughters.He was born and brought up in Kummamuru, Krishna district.",TRUE,TRUE,,,
579,FN,Sreedhar,deathYear,,2007,"Sreedhar (born Sreedhar Surapaneni) (Telugu: శ్రీధర్) was an Indian actor from Andhra Pradesh, who has predominantly acted in Telugu films. He started acting in small roles in early 70s. He became popular with Mutyala Muggu in 1975 directed by Bapu. He proved himself as a versatile actor by playing hero, villain and other supporting characters in over 150 films. He died on 11 July 2007 in Hyderabad because of cardiac arrest. He was survived by his wife and three daughters.He was born and brought up in Kummamuru, Krishna district.",TRUE,TRUE,,,
1264,FP_different,Sreedhar,label,Sreedhar Surapaneni,Sreedhar,"Sreedhar (born Sreedhar Surapaneni) (Telugu: శ్రీధర్) was an Indian actor from Andhra Pradesh, who has predominantly acted in Telugu films. He started acting in small roles in early 70s. He became popular with Mutyala Muggu in 1975 directed by Bapu. He proved himself as a versatile actor by playing hero, villain and other supporting characters in over 150 films. He died on 11 July 2007 in Hyderabad because of cardiac arrest. He was survived by his wife and three daughters.He was born and brought up in Kummamuru, Krishna district.",TRUE,FALSE,LCE,,
809,FN,Stefan_Tafrov,birthDate,,1958-02-11,"Stefan Tafrov is a Bulgarian politician, born on 11 February 1958, in Sofia. He was the Permanent Representative of Bulgaria to the United Nations between 2001 and 2006, being replaced by. In September 2002 and December 2003, as part of the standard presidency rotation, he took up the presidency of the United Nations Security Council. In June 2012, he was once again appointed as the Permanent Representative of Bulgaria to the United Nations, and served until 2016.",TRUE,TRUE,,,
810,FN,Stefan_Tafrov,birthYear,,1958,"Stefan Tafrov is a Bulgarian politician, born on 11 February 1958, in Sofia. He was the Permanent Representative of Bulgaria to the United Nations between 2001 and 2006, being replaced by. In September 2002 and December 2003, as part of the standard presidency rotation, he took up the presidency of the United Nations Security Council. In June 2012, he was once again appointed as the Permanent Representative of Bulgaria to the United Nations, and served until 2016.",TRUE,TRUE,,,
581,FP_new,Stephen_Hammond,birthName,Stephen William Hammond,,"Stephen William Hammond (born 4 February 1962) is a British Conservative Party politician who has served as the Member of Parliament (MP) for Wimbledon since 2005. On 4 September 2012, Hammond was appointed Parliamentary Under-Secretary of State for Transport, with responsibility for buses, rail and shipping. He lost his ministerial post in the reshuffle on 15 July 2014 and was succeeded by Claire Perry. He became Vice Chairman of the Conservative Party for London on 20 July 2017 and was sacked the following 16 December after participating in a Brexit rebellion against the government of Theresa May three days earlier. Hammond was however appointed to be a Minister of State at the Department of Health and Social Care on 16 November 2018, following the promotion of Steve Barclay to the posit",TRUE,TRUE,,,
2164,FN,Stuart_Cloete,birthName,,Edward Fairly Stuart Graham Cloete,"Edward Fairly Stuart Graham Cloete (23 July 1897 – 19 March 1976) was a South African novelist, essayist, biographer and short story writer.",TRUE,TRUE,,,
626,FN,Sulak_Sivaraksa,birthDate,,1933-03-27,"Sulak Sivaraksa (Thai: สุลักษณ์ ศิวรักษ์; RTGS: Sulak Siwarak; pronounced [sùlák sìwárák]; born 27 March 1933 in Siam) is a Thai social activist, professor, writer and the founder and director of the Thai NGO """", named after two authorities on Thai culture, Sathirakoses (Phya Anuman Rajadhon) and (Phra Saraprasoet). He initiated a number of social, humanitarian, ecological and spiritual movements and organizations in Thailand, such as the College SEM (Spirit in Education Movement).",TRUE,TRUE,,,
627,FN,Sulak_Sivaraksa,birthYear,,1933,"Sulak Sivaraksa (Thai: สุลักษณ์ ศิวรักษ์; RTGS: Sulak Siwarak; pronounced [sùlák sìwárák]; born 27 March 1933 in Siam) is a Thai social activist, professor, writer and the founder and director of the Thai NGO """", named after two authorities on Thai culture, Sathirakoses (Phya Anuman Rajadhon) and (Phra Saraprasoet). He initiated a number of social, humanitarian, ecological and spiritual movements and organizations in Thailand, such as the College SEM (Spirit in Education Movement).",TRUE,TRUE,,,
1272,FP_new,Supachai_Panitchpakdi,birthName,Supachai Panitchpakdi,,"Supachai Panitchpakdi (Thai: ศุภชัย พานิชภักดิ์, RTGS: Supphachai Phanitchaphak, pronounced [sùp.pʰā.t͡ɕʰāj pʰāː.nít.t͡ɕʰā.pʰák]; born 30 May 1946 in Bangkok, Thailand) is a Thai politician and professor. He was Secretary-General of the UN Conference on Trade and Development (UNCTAD) from 1 September 2005 to 31 August 2013. Prior to this, he was the Director-General of the World Trade Organization (WTO) from 1 September 2002 to 1 September 2005. He was succeeded by Pascal Lamy.",TRUE,TRUE,,,
61,FN,Supanat_Ariyamongkol,label,,Supanat Ariyamongkol,"Police Major General Supanat Ariyamongkol (Thai: ศุภณัฐ อริยะมงคล), previously named Panus (พนัส, born 6 January 1946) is a Thai sprinter and coach. He competed in the men's 4 × 100 metres relay at the 1972 Summer Olympics, and is head coach of the Thai national athletics team and Deputy Secretary-General of the Athletic Association of Thailand. He is the younger twin brother of Surapong Ariyamongkol.",TRUE,TRUE,,,
228,FN,Susan_Cobb_Milton_Atkinson,birthName,,Susan Cobb Milton,"Susan Cobb Milton Atkinson (1860 — 1942), was influential in promoting education to women in Georgia in the late 19th and early 20th centuries. As the wife of William Yates Atkinson, the Governor of Georgia from 1894 to 1898, she used her position as the state First Lady to advocate for state funding for women to attend college. After her time at Georgia College, she went into the insurance business. In her later life, Atkinson served as the postmistress in Newnan—a title bestowed upon her by President Theodore Roosevelt himself.",TRUE,TRUE,,,
847,FN,Susan_Cobb_Milton_Atkinson,birthYear,,1860,"Susan Cobb Milton Atkinson (1860 — 1942), was influential in promoting education to women in Georgia in the late 19th and early 20th centuries. As the wife of William Yates Atkinson, the Governor of Georgia from 1894 to 1898, she used her position as the state First Lady to advocate for state funding for women to attend college. After her time at Georgia College, she went into the insurance business. In her later life, Atkinson served as the postmistress in Newnan—a title bestowed upon her by President Theodore Roosevelt himself.",TRUE,TRUE,,,
229,FP_new,Susan_Cobb_Milton_Atkinson,deathYear,1942,,"Susan Cobb Milton Atkinson (1860 — 1942), was influential in promoting education to women in Georgia in the late 19th and early 20th centuries. As the wife of William Yates Atkinson, the Governor of Georgia from 1894 to 1898, she used her position as the state First Lady to advocate for state funding for women to attend college. After her time at Georgia College, she went into the insurance business. In her later life, Atkinson served as the postmistress in Newnan—a title bestowed upon her by President Theodore Roosevelt himself.",TRUE,TRUE,,,
1084,FP_new,Susana_Sumelzo,birthName,Susana Sumelzo,,"Susana Sumelzo Jordán (born 1969) is a Spanish politician of the Spanish Socialist Workers' Party (PSOE), currently serving as member of the Congress of Deputies.",TRUE,FALSE ,ICE,,
483,FP_new,Susanne_Melior,birthName,Susanne Melior,,"Susanne Melior (born 1 September 1958) is a German biologist and politician who served as Member of the European Parliament (MEP) from 2014 until 2019. She is a member of the Social Democratic Party, part of the Party of European Socialists.",TRUE,TRUE,,,
96,FP_new,Sylvie_Readman,birthYear,1958,,"Sylvie Readman (born 1958 in Quebec City, Quebec) is a Canadian photographer. Her work is included in the collections of the National Gallery of Canada and the Musée national des beaux-arts du Québec.",TRUE,TRUE,,,
50,FP_new,T%2E_N%2E_Krishnan,label,Tppunithura Narayanaiyer Krishnan,,"Trippunithura Narayanaiyer Krishnan (6 October 1928 – 2 November 2020) was an Indian Carnatic music violinist. Along with Lalgudi Jayaraman and M. S. Gopalakrishnan he was considered part of the violin-trinity of Carnatic music. He was awarded the Madras Music Academy's Sangeetha Kalanidhi in 1980. He was also the recipient of the Padma Bhushan, India's third highest civilian honour, in 1992, and earlier, the Padma Shri, India's fourth highest civilian honour, in 1973.",TRUE,FALSE,LCE,,
1870,FP_new,T%2E_N%2E_Krishnan,label,Trivunithura Narayanaiyer Krishnan,,"Trippunithura Narayanaiyer Krishnan (6 October 1928 – 2 November 2020) was an Indian Carnatic music violinist. Along with Lalgudi Jayaraman and M. S. Gopalakrishnan he was considered part of the violin-trinity of Carnatic music. He was awarded the Madras Music Academy's Sangeetha Kalanidhi in 1980. He was also the recipient of the Padma Bhushan, India's third highest civilian honour, in 1992, and earlier, the Padma Shri, India's fourth highest civilian honour, in 1973.",TRUE,FALSE,LCE,,
2910,FP_new,T%2E_N%2E_Krishnan,label,Trippunithura Narayanaiyer Krishnan,,"Trippunithura Narayanaiyer Krishnan (6 October 1928 – 2 November 2020) was an Indian Carnatic music violinist. Along with Lalgudi Jayaraman and M. S. Gopalakrishnan he was considered part of the violin-trinity of Carnatic music. He was awarded the Madras Music Academy's Sangeetha Kalanidhi in 1980. He was also the recipient of the Padma Bhushan, India's third highest civilian honour, in 1992, and earlier, the Padma Shri, India's fourth highest civilian honour, in 1973.",TRUE,FALSE,LCE,,
3438,FP_new,T%2E_N%2E_Krishnan,label,T%2E Krishnan,,"Trippunithura Narayanaiyer Krishnan (6 October 1928 – 2 November 2020) was an Indian Carnatic music violinist. Along with Lalgudi Jayaraman and M. S. Gopalakrishnan he was considered part of the violin-trinity of Carnatic music. He was awarded the Madras Music Academy's Sangeetha Kalanidhi in 1980. He was also the recipient of the Padma Bhushan, India's third highest civilian honour, in 1992, and earlier, the Padma Shri, India's fourth highest civilian honour, in 1973.",TRUE,FALSE,TMI,,
4952,FP_new,T%2E_N%2E_Krishnan,label,T.2E Krishnan,,"Trippunithura Narayanaiyer Krishnan (6 October 1928 – 2 November 2020) was an Indian Carnatic music violinist. Along with Lalgudi Jayaraman and M. S. Gopalakrishnan he was considered part of the violin-trinity of Carnatic music. He was awarded the Madras Music Academy's Sangeetha Kalanidhi in 1980. He was also the recipient of the Padma Bhushan, India's third highest civilian honour, in 1992, and earlier, the Padma Shri, India's fourth highest civilian honour, in 1973.",TRUE,TRUE,,,
348,FP_new,Takanori_Hoshino,birthName,Takanori Takanori,,"Takanori Hoshino (星野貴紀, Hoshino Takanori, born 8 May 1980) is a Japanese voice actor affiliated with Production Baobab and Office PAC. He is best known for his role as Jack Atlas in Yu-Gi-Oh! 5D's.",FALSE,TRUE,,,
16,FP_new,Tamagaki_Gakunosuke,birthDate,1784-08-29,,"Tamagaki Gakunosuke IV (1784 – August 29, 1824) was a Japanese sumo wrestler from Minamitakaki, Nagasaki, Japan. His highest rank was ōzeki.",FALSE,FALSE,MPV,,
4427,FP_new,Tamagaki_Gakunosuke,birthDate,1784-04-04,,"Tamagaki Gakunosuke IV (1784 – August 29, 1824) was a Japanese sumo wrestler from Minamitakaki, Nagasaki, Japan. His highest rank was ōzeki.",FALSE,FALSE,FH,,
17,FP_new,Tamagaki_Gakunosuke,birthYear,1784,,"Tamagaki Gakunosuke IV (1784 – August 29, 1824) was a Japanese sumo wrestler from Minamitakaki, Nagasaki, Japan. His highest rank was ōzeki.",TRUE,TRUE,,,
15,FP_different,Tamagaki_Gakunosuke,label,Tamagaki Gakunosuke IV,Tamagaki Gakunosuke,"Tamagaki Gakunosuke IV (1784 – August 29, 1824) was a Japanese sumo wrestler from Minamitakaki, Nagasaki, Japan. His highest rank was ōzeki.",TRUE,FALSE,LCE,,
1185,FN,Tavita_Pritchard,birthDate,,1987-02-20,"Tavita Pritchard (born February 20, 1987) is an American football coach. He is currently the offensive coordinator for Stanford, where he also played quarterback.",TRUE,TRUE,,,
1186,FN,Tavita_Pritchard,birthYear,,1987,"Tavita Pritchard (born February 20, 1987) is an American football coach. He is currently the offensive coordinator for Stanford, where he also played quarterback.",TRUE,TRUE,,,
871,FP_new,Telis_Mistakidis,birthName,Aristotelis Mistakidis,,Aristotelis Mistakidis (born 1962) is a Swiss-based Greek metals trader who became a billionaire working for Glencore. He has joint Greek/British citizenship.,TRUE,TRUE,,,
872,FN,Telis_Mistakidis,birthYear,,1962,Aristotelis Mistakidis (born 1962) is a Swiss-based Greek metals trader who became a billionaire working for Glencore. He has joint Greek/British citizenship.,TRUE,TRUE,,,
250,FN,Telis_Mistakidis,label,,Telis Mistakidis,Aristotelis Mistakidis (born 1962) is a Swiss-based Greek metals trader who became a billionaire working for Glencore. He has joint Greek/British citizenship.,TRUE,TRUE,,,
548,FP_new,Teo_Halm,birthName,Teo Lucas Halm,,"Teo Lucas Halm (born May 18, 1999) is an American songwriter, record producer, and actor. Halm's notable co-writing/production credits include the Rosalía singles ""Con Altura"" with J Balvin and ""TKN"" with Travis Scott, the former which won a Latin Grammy Award, as well as two songs from the Beyoncé-produced The Lion King: The Gift. As an actor, Halm is best known for starring in the 2014 film Earth to Echo.",TRUE,TRUE,,,
353,FP_new,Terra_Findlay,birthDate,1990-05-03,,"Terra Findlay (born May 3, 1990) is a French-Canadian ice dancer who has also competed for France.",TRUE,TRUE,,,
354,FP_new,Terra_Findlay,birthYear,1990,,"Terra Findlay (born May 3, 1990) is a French-Canadian ice dancer who has also competed for France.",TRUE,TRUE,,,
4890,FP_different,Theo_van_de_Vendel,label,Theo Van de Vendel,Theo van de Vendel,"Theo van de Vendel (born 24 October 1980) is a Dutch Olympic eventing rider. He competed at the 2016 Summer Olympics in Rio de Janeiro where he was eliminated in the individual and finished 6th in the team competition. Van de Vendel also participated at the 2015 European Eventing Championships, where he finished 4th in the team event.",TRUE,FALSE,TMI,,
241,FN,Thomas_McAnea,alias,,Hologram Tam,"Thomas Charles McAnea (c.1950 – 2 August 2013), also known as Hologram Tam, was a Scottish master counterfeiter, regarded as one of the most skillful in Europe with regard to banknote security holograms.",TRUE,TRUE,,,
242,FP_new,Thomas_McAnea,birthName,Thomas Charles McAnea,,"Thomas Charles McAnea (c.1950 – 2 August 2013), also known as Hologram Tam, was a Scottish master counterfeiter, regarded as one of the most skillful in Europe with regard to banknote security holograms.",TRUE,TRUE,,,
243,FP_new,Thomas_McAnea,birthYear,1950,,"Thomas Charles McAnea (c.1950 – 2 August 2013), also known as Hologram Tam, was a Scottish master counterfeiter, regarded as one of the most skillful in Europe with regard to banknote security holograms.",TRUE,TRUE,,,
4634,FP_new,Thomas_Reaney,birthYear,1900,,Thomas Reaney was a footballer who played three games at right-back in the Football League for Burslem Port Vale in the mid-1900s.,TRUE,FALSE,WV,,
1012,FP_new,Thomas_Welton_Stanford,birthName,Thomas Welton Stanford,,"Thomas Welton Stanford (1832–1918), also known as Welton Stanford, was an American-born Australian businessman, spiritualist and philanthropist, most notably toward Stanford University, which was founded by his older brother Leland Stanford. Although living most of his adult life in Australia, he kept his American citizenship and served intermittently as honorary American vice consul-general in Melbourne.",TRUE,TRUE,,,
1073,FP_new,Tibor_Ga%C5%A1par,birthName,Tibor Gašpar,,Tibor Gašpar (born 23 April 1962) was the President of police of Slovakia. He assumed office in 2012.,TRUE,TRUE,,,
512,FP_new,Tim_Gettinger,label,Tim Gettinger,,"Timothy Gettinger (born April 14, 1998) is an American professional ice hockey forward for the New York Rangers of the National Hockey League (NHL). He was selected by the Rangers in the fifth round, 141st overall, in the 2016 NHL Entry Draft. He had served as captain for the Sault Ste. Marie Greyhounds of the Ontario Hockey League (OHL).",TRUE,TRUE,,,
785,FP_new,Timmy_Ladner,birthName,Timmy Ladner,,"Timmy Ladner (born July 4, 1963) is an American politician who has represented the 93rd district in the Mississippi House of Representatives since 2012.",TRUE,TRUE,,,
1125,FP_new,Todd_A%2E_Eachus,birthName,Todd A.Eachus,,"Todd A. Eachus (born September 26, 1962) is an American politician who served as a member of the Pennsylvania House of Representatives. He represented the 116th District (Luzerne County) from 1997 until 2010. Eachus represented most of lower Luzerne County, including Hazleton, Butler Township, and Foster Township. He previously served as the Majority Leader of the House.",FALSE,TRUE,,,
501,FP_new,Tollak_B%2E_Sirnes,label,Tollak Bakke Sirnes,,"Tollak Bakke Sirnes (17 October 1922 – 15 October 2009) was a Norwegian physician, psychiatrist and pharmacologist. Sirnes was born in Haugesund, and had eleven siblings of whom ten were older. He finished his secondary education in Haugesund in 1942. He then enrolled at the University of Oslo. This was during World War II, and Sirnes was arrested by the German occupation force following the 28 November 1943 university fire in Oslo. Of a total of 1,166 students arrested, 644 were sent to Germany for ""readjustment"". Sirnes was imprisoned in Buchenwald and Neuengamme concentration camps, but survived and was released at the war's end.",TRUE,FALSE,LCE,,
3449,FP_new,Tom_Devlin,deathDate,1935-04-35,,"James Thomas S. Devlin (10 April 1903 – after 1935) was a Scottish professional footballer who made 17 appearances in the Football League playing for Birmingham, Preston North End, Swindon Town, Walsall and Oldham Athletic. He played as an inside forward.",FALSE,FALSE,AC,,
60,FP_new,Tom_Devlin,deathYear,1935,,"James Thomas S. Devlin (10 April 1903 – after 1935) was a Scottish professional footballer who made 17 appearances in the Football League playing for Birmingham, Preston North End, Swindon Town, Walsall and Oldham Athletic. He played as an inside forward.",TRUE,TRUE,,,
115,FP_new,Tom%C3%A1s_Villanueva,birthName,Tomás Félix Villanueva Rodríguez,,"Tomás Félix Villanueva Rodríguez (25 February 1953 – 7 September 2017) was a Spanish politician. He was born in Valladolid and held several positions in the Junta of Castile and León. He was involved in various corruption scandals, and was set to appear before court in late 2017. However, on 7 September 2017, at the age of 64, Villanueva died suddenly of a heart attack.",TRUE,TRUE,,,
1399,FP_new,Tom%C3%A1s_Villanueva,birthName,Tomás Félix Villanueva,,"Tomás Félix Villanueva Rodríguez (25 February 1953 – 7 September 2017) was a Spanish politician. He was born in Valladolid and held several positions in the Junta of Castile and León. He was involved in various corruption scandals, and was set to appear before court in late 2017. However, on 7 September 2017, at the age of 64, Villanueva died suddenly of a heart attack.",TRUE,FALSE,ICE,,
142,FN,Toni_Halliday,alias,,Toni Halliday,"Antoinette ""Toni"" Halliday (born 5 July 1964) is an English musician best known as the lead vocalist, lyricist, and occasional guitarist of the alternative rock band Curve, along with Dean Garcia. She was also a member of the bands Photofitz, The Uncles, State of Play and Scylla. Halliday released solo work as Toni Halliday and Chatelaine. She collaborated with artists like Robert Plant, Recoil, The Future Sound of London, Leftfield, Paul van Dyk,, DJ? Acucrack, Headcase, The Killers, Acid Android, and Orbital. Halliday has a contralto vocal range.",TRUE,TRUE,,,
5019,FN,Toni_Halliday,label,,Toni Halliday,"Antoinette ""Toni"" Halliday (born 5 July 1964) is an English musician best known as the lead vocalist, lyricist, and occasional guitarist of the alternative rock band Curve, along with Dean Garcia. She was also a member of the bands Photofitz, The Uncles, State of Play and Scylla. Halliday released solo work as Toni Halliday and Chatelaine. She collaborated with artists like Robert Plant, Recoil, The Future Sound of London, Leftfield, Paul van Dyk,, DJ? Acucrack, Headcase, The Killers, Acid Android, and Orbital. Halliday has a contralto vocal range.",TRUE,TRUE,,,
3942,FP_different,Tonny_Brochmann,label,Tonny Brochmann Christiansen,Tonny Brochmann,"Tonny Brochmann Christiansen (born 11 August 1989) is a Danish footballer who plays as a midfielder. He has previously played for Horsens, Sogndal, Sandnes Ulf, Jerv, Stabæk and Mjøndalen.",TRUE,FALSE,LCE,,
343,FN,Tony_Armas,label,,Tony Armas,"Antonio Rafael Armas Machado (born July 2, 1953) is a Venezuelan former professional baseball player. He played in Major League Baseball (MLB) as an outfielder from 1976 to 1989. He is the father of pitcher Tony Armas Jr. and the older brother of outfielder Marcos Armas.",TRUE,TRUE,,,
82,FP_new,Tor_Saglie,birthDate,1949-09-13,,"Tor Saglie (born 13 September 1949) is a Norwegian civil servant. He was educated at the University of Oslo, graduating in 1976 with a cand.polit. degree in political science. He was the director (head of administration) of the University of Oslo from 1991 to 2003 and permanent under-secretary of state (departementsråd) in the Ministry of Local Government and Regional Development from 2003 to 2006. In 2006, he was appointed the first Labour and Welfare Director, i.e. the head of the Labour and Welfare Service and the Labour and Welfare Administration. He left in the summer of 2011. In April 2012 he was appointed as permanent under-secretary of state in the Ministry of Justice and the Police.",TRUE,TRUE,,,
685,FP_new,Tor_Saglie,birthName,Tor Saglie,,"Tor Saglie (born 13 September 1949) is a Norwegian civil servant. He was educated at the University of Oslo, graduating in 1976 with a cand.polit. degree in political science. He was the director (head of administration) of the University of Oslo from 1991 to 2003 and permanent under-secretary of state (departementsråd) in the Ministry of Local Government and Regional Development from 2003 to 2006. In 2006, he was appointed the first Labour and Welfare Director, i.e. the head of the Labour and Welfare Service and the Labour and Welfare Administration. He left in the summer of 2011. In April 2012 he was appointed as permanent under-secretary of state in the Ministry of Justice and the Police.",TRUE,TRUE,,,
83,FP_new,Tor_Saglie,birthYear,1949,,"Tor Saglie (born 13 September 1949) is a Norwegian civil servant. He was educated at the University of Oslo, graduating in 1976 with a cand.polit. degree in political science. He was the director (head of administration) of the University of Oslo from 1991 to 2003 and permanent under-secretary of state (departementsråd) in the Ministry of Local Government and Regional Development from 2003 to 2006. In 2006, he was appointed the first Labour and Welfare Director, i.e. the head of the Labour and Welfare Service and the Labour and Welfare Administration. He left in the summer of 2011. In April 2012 he was appointed as permanent under-secretary of state in the Ministry of Justice and the Police.",TRUE,TRUE,,,
278,FP_new,Tr%E1%BA%A7n_Hi%E1%BA%BFn_T%C3%B4ng,birthDate,1319-05-17,,"Trần Hiến Tông (17 May 1319 – 11 June 1341), given name Trần Vượng (陳 旺), was the sixth emperor of the Trần dynasty who reigned Đại Việt from 1329 to 1341. Enthroned by Minh Tông when he was only a ten-year-old boy, Hiến Tông ruled Đại Việt with the regent of the Retired Emperor Minh Tông during his thirteen years of reign. The Emperor died at the age of 23 and leaving no heir, he was succeeded by his younger brother Trần Hạo. The death of Hiến Tông and his father afterward marked the turning-point in history of Trần dynasty when the country began to fall into the trouble times.",TRUE,TRUE,,,
280,FP_new,Tr%E1%BA%A7n_Hi%E1%BA%BFn_T%C3%B4ng,birthYear,1319,,"Trần Hiến Tông (17 May 1319 – 11 June 1341), given name Trần Vượng (陳 旺), was the sixth emperor of the Trần dynasty who reigned Đại Việt from 1329 to 1341. Enthroned by Minh Tông when he was only a ten-year-old boy, Hiến Tông ruled Đại Việt with the regent of the Retired Emperor Minh Tông during his thirteen years of reign. The Emperor died at the age of 23 and leaving no heir, he was succeeded by his younger brother Trần Hạo. The death of Hiến Tông and his father afterward marked the turning-point in history of Trần dynasty when the country began to fall into the trouble times.",TRUE,TRUE,,,
279,FP_new,Tr%E1%BA%A7n_Hi%E1%BA%BFn_T%C3%B4ng,deathDate,1341-06-11,,"Trần Hiến Tông (17 May 1319 – 11 June 1341), given name Trần Vượng (陳 旺), was the sixth emperor of the Trần dynasty who reigned Đại Việt from 1329 to 1341. Enthroned by Minh Tông when he was only a ten-year-old boy, Hiến Tông ruled Đại Việt with the regent of the Retired Emperor Minh Tông during his thirteen years of reign. The Emperor died at the age of 23 and leaving no heir, he was succeeded by his younger brother Trần Hạo. The death of Hiến Tông and his father afterward marked the turning-point in history of Trần dynasty when the country began to fall into the trouble times.",TRUE,TRUE,,,
